uid,movement
05143,1
20091,1
20173,2
20191,1
29095,1
40005,1
40009,2
40011,2
40013,3
40015,1530
40017,271
40019,9
40027,2484
40029,1
40031,161
40033,1
40037,6
40039,4
40043,1
40047,6
40049,50
40055,1
40063,2
40065,3
40067,1
40069,2
40071,3
40073,3
40075,2
40081,5
40083,6
40085,1
40087,3199
40091,1
40093,1
40095,1
40099,3
40101,1
40103,1
40107,1
40109,349
40111,3
40113,1
40117,1
40119,8
40121,3
40123,6
40125,15
40131,1
40133,4
40137,94
40141,1
40143,20
40145,1
40147,1
40149,2
40151,1
40153,1
48009,1
48029,1
48077,1
48085,12
48097,3
48113,16
48121,21
48147,1
48181,8
48201,2
48231,1
48237,1
48251,1
48303,1
48309,1
48337,2
48363,1
48367,2
48439,20
48453,1
48485,18
48487,1
48497,3
48503,1
